Date,US_sm63,UK_sm63,JP_sm63,DE_sm63,IT_sm63
1995-03-27,7.162539682539682,8.540712698412698,3.8445238095238095,7.1876984126984125,13.159523809523808
1995-03-28,7.1473015873015875,8.534309523809522,3.822936507936508,7.179285714285714,13.157936507936508
1995-03-29,7.132539682539683,8.525653968253968,3.801031746031746,7.170714285714285,13.152698412698413
1995-03-30,7.119206349206349,8.517414285714285,3.7808730158730164,7.162460317460318,13.14936507936508
1995-03-31,7.1060317460317455,8.510819047619048,3.760793650793651,7.15484126984127,13.143333333333334
1995-04-03,7.092857142857143,8.503011111111112,3.7408730158730155,7.145952380952381,13.137619047619047
1995-04-04,7.078571428571428,8.495312698412699,3.720555555555556,7.136269841269842,13.132063492063493
1995-04-05,7.065436507936508,8.485669841269843,3.6985714285714284,7.126746031746031,13.128412698412697
1995-04-06,7.052261904761905,8.475569841269841,3.677142857142857,7.117063492063492,13.123174603174602
1995-04-07,7.040992063492064,8.465831746031746,3.6554761904761905,7.107222222222222,13.115238095238094
1995-04-10,7.028769841269841,8.457225396825397,3.6343650793650792,7.098174603174603,13.110000000000001
1995-04-11,7.014642857142857,8.444944444444445,3.6126190476190474,7.087063492063492,13.103174603174603
